snomed_id_1	snomed_label_1	snomed_id_2	snomed_label_2	rater_A	rater_B	rater_C	rater_D	rater_E	mean_rating	CUI_1	CUI_2
103735009	Palliative care	49808004	Old-age	1.0	1.0			1.0	1.0	C0030231	C1999167
266257000	Transient cerebral ischaemia	387800004	Cervical spondylosis			0.0	0.0	1.0	0.3333333333333333	C0007787	C1384641
162415008	C/O: a rash	162156001	Vaginal discharge symptom			1.0	0.0	2.0	1.0	C0436562	C0438692
266677000	Menopausal and postmenopausal disorders	171209009	Tobacco usage screening	0.0		0.0	0.0		0.0	C0156407	C0420033
275106000	No FH: Angina	394707001	No history of migraine	0.0		0.0	0.0		0.0	C0559114	C1271043
13746004	Bipolar disorder	276853009	Self inflicted injury	2.0		2.0	2.0		2.0	C0005586	C0480203
80313002	Palpitations	161971004	Chest pain not present		2.0		2.0	1.0	1.6666666666666667	C0030252	C0423635
51037009	Fracture of patella	9468002	Closed fracture of carpal bone		0.0		1.0	0.0	0.3333333333333333	C0159849	C0009044
47933007	Foot pain	240539000	Plane wart	1.0	0.0	0.0			0.3333333333333333	C0016512	C0276262
129839007	At risk for falls	78459008	Double incontinence			0.0	1.0	1.0	0.6666666666666666	C1268740	C0401155
247451000000105	History of road traffic accident	391095006	H/O: fracture			1.0	2.0	2.0	1.6666666666666667		C1272071
413773004	Caucasian	92411000000108	Other White background - ethnic category 2001 census	2.0	2.0	3.0			2.333333333333333	C0007457	
50043002	Disorder of respiratory system	195647007	Acute respiratory infections		3.0		2.0	3.0	2.6666666666666665	C0035204	C0339901
716186003	No known allergy	416098002	Allergy to drug			2.0	2.0	0.0	1.3333333333333333	C0262580	C0013182
165234001	Bladder: fully continent	165245003	Independent walking	1.0	0.0			0.0	0.3333333333333333	C0429962	C0429979
165283002	Memory: present time not known	165280004	Memory: own age not known			3.0	2.0	1.0	2.0	C0423948	C0423935
263225007	Fracture of proximal end of femur	161898004	Falls	3.0	2.0	3.0			2.6666666666666665	C0435805	C0085639
36813001	Placenta praevia	34842007	Antepartum haemorrhage		3.0		2.0	1.0	2.0	C0032046	C0269608
160303001	FH: Diabetes mellitus	266883004	Family history of neoplasm	1.0	0.0			0.0	0.3333333333333333	C1313937	C0573984
201041000000104	Asthma trigger - seasonal	340911000000109	Asthma trigger - pollen	2.0		3.0	2.0		2.333333333333333		
722166003	Podiatry	164727006	Visual testing normal		0.0		0.0	0.0	0.0	C0032331	C0430906
271398006	Weight steady	266464001	Haemorrhage of rectum and anus			0.0	2.0	1.0	1.0	C0424657	C0019081
300980002	Normocytic anaemia	386692008	Menorrhagia	2.0		2.0	2.0		2.0	C0085577	C0025323
29862005	Paraumbilical hernia	414396006	Hernia of anterior abdominal wall	1.0	2.0			1.0	1.3333333333333333	C0019311	C0019326
399068003	Malignant tumour of prostate	94222008	Secondary malignant neoplasm of bone	3.0	2.0	2.0			2.333333333333333	C0376358	C0153690
266578003	Solitary cyst of breast	27431007	Fibrocystic disease of breast	1.0	2.0			3.0	2.0	C0037619	C0016034
161469008	H/O: depression	7200002	Alcoholism	2.0	1.0			2.0	1.6666666666666667	C0455503	C0001973
163020007	O/E - blood pressure reading	17636008	Specimen collection	0.0		0.0	0.0		0.0	C0436781	C0200345
171251002	Urine screening abnormal	267038008	Oedema	1.0	0.0			1.0	0.6666666666666666	C0438142	C0013604
161825005	Appetite normal	163964002	O/E - near vision normal			0.0	0.0	0.0	0.0	C0426578	C0437556
62914000	Cerebrovascular disease	49808004	Old-age	1.0	1.0	1.0			1.0	C0007820	C1999167
309469004	Spontaneous vertex delivery	281053000	Sex of baby at delivery	2.0	1.0			0.0	1.0	C0677662	C0419383
275550008	H/O: gallbladder disease	161511000	H/O: TIA	0.0	0.0	0.0			0.0	C0558976	C0455536
235595009	Gastrooesophageal reflux disease	93163002	Lipoma (clinical)	0.0	0.0			0.0	0.0	C0017168	C0023798
75408008	Feeling angry	18963009	Mood swings	2.0	2.0	2.0			2.0	C0002957	C0085633
414481008	Indian	161143006	Hindi language		1.0		2.0	0.0	1.0	C1524069	C0019547
161497002	H/O: hearing problem	162218007	Stress-related problem		0.0		0.0	0.0	0.0	C0455524	C0347920
23919004	Labyrinthitis	399153001	Vertigo	2.0	3.0	2.0			2.333333333333333	C0022893	C0042571
396285007	Bronchopneumonia	55382008	Cerebral atherosclerosis	0.0	0.0	0.0			0.0	C0006285	C0007775
56454009	Pityriasis versicolor	21119008	Pigmented naevus	1.0		0.0	0.0		0.3333333333333333	C0040262	C0027962
226034001	Injecting drug user	191816009	Drug dependence		2.0		0.0	2.0	1.3333333333333333	C0556025	C1510472
298345007	Does not fall	381441000000103	Contact with family	1.0		0.0	0.0		0.3333333333333333	C0575123	
297960002	Mass of skin	278040002	Loss of hair			0.0	0.0	1.0	0.3333333333333333	C0281981	C0002170
95891005	Influenza-like illness	271399003	Temperature symptoms			2.0	2.0	1.0	1.6666666666666667	C0521839	C0424747
44465007	Sprain of ankle	125603006	Injury of ankle		3.0		2.0	3.0	2.6666666666666665	C0160087	C0085111
202708005	Prolapsed lumbar intervertebral disc	23056005	Sciatica			2.0	2.0	2.0	2.0	C0281899	C0036396
754101000000103	Type I diabetic dietary review	473328006	Does not complain of erectile dysfunction		1.0		1.0	0.0	0.6666666666666666		C3532798
271236005	Serum potassium measurement	997671000000106	Blood glucose level	1.0	0.0			0.0	0.3333333333333333	C0302353	
31387002	Exercise-induced asthma	56018004	Wheezing	2.0		2.0	2.0		2.0	C0004099	C0043144
313334002	Blood sample taken	1022551000000104	Neutrophil count	1.0	1.0	2.0			1.3333333333333333	C1277698	
247451000000105	History of road traffic accident	39848009	Whiplash injury to neck	2.0	1.0			2.0	1.6666666666666667		C0043145
33839006	Genital herpes simplex	84619001	Nongonococcal urethritis			1.0	2.0	2.0	1.6666666666666667	C0019342	C1112709
80659006	Disorder of skin and/or subcutaneous tissue	40275004	Contact dermatitis	2.0		1.0	2.0		1.6666666666666667	C0178298	C0011616
29857009	Chest pain	64109004	Costal chondritis	2.0	2.0	3.0			2.333333333333333	C0008031	C0040213
165305005	Memory: count down unsuccessful	165286005	Memory: present place not known		2.0		2.0	1.0	1.6666666666666667	C0423969	C0423951
201191000000108	Asthma trigger - cold air	201031000000108	Asthma trigger - respiratory infection	2.0	1.0			1.0	1.3333333333333333		
162162006	Breast lump present	122548005	Biopsy of breast			3.0	2.0	2.0	2.333333333333333	C0424850	C0405352
240213002	Prolapsed intervertebral disc without myelopathy	26538006	Degeneration of lumbar intervertebral disc	2.0	2.0			1.0	1.6666666666666667	C0410617	C0263874
386807006	Memory impairment	162081000	Not constipated	0.0		0.0	0.0		0.0	C0233794	C0426638
165286005	Memory: present place not known	165308007	Memory: address recall unsuccessful		2.0		2.0	1.0	1.6666666666666667	C0423951	C0423937
76916001	Spina bifida occulta	26538006	Degeneration of lumbar intervertebral disc	1.0		1.0	1.0		1.0	C0080174	C0263874
161639008	At risk of heart disease	473302008	Aware of diagnosis		0.0		0.0	0.0	0.0	C0580320	C3532772
111566002	Acquired hypothyroidism	14760008	Constipation	1.0	0.0			2.0	1.0	C0700502	C0009806
95570007	Kidney stone	43064006	Hydronephrosis	2.0		3.0	2.0		2.333333333333333	C0022650	C0020295
162863004	Body mass index 25-29 - overweight	11816003	Diet education		1.0		2.0	1.0	1.3333333333333333	C0424672	C0204932
161043008	Disability - slight	129041007	Independent bathing	1.0	1.0	2.0			1.3333333333333333	C0424988	C0429985
609558009	Essential tremor	26079004	Tremor	2.0		3.0	3.0		2.6666666666666665	C0270736	C0040822
44001008	Premature ejaculation	397803000	Impotence			2.0	2.0	2.0	2.0	C0033038	C0242350
237662005	Hyperprolactinaemia	313279000	Subfertility	1.0	1.0			3.0	1.6666666666666667	C0020514	
185273009	Seen in homoeopathy clinic	183125006	Ear fitting hearing aid	0.0		0.0	0.0		0.0	C0560000	C0419307
165307002	Memory: address recall success	165293009	Memory: own DOB known	1.0	2.0	3.0			2.0	C0423971	C0423957
247771007	Cries easily	286647002	Low self-esteem			2.0	2.0	1.0	1.6666666666666667	C0424110	C0679136
75544000	Opioid dependence	161467005	H/O: drug dependency	3.0	2.0	2.0			2.333333333333333	C0524662	C0455501
1022431000000105	Haemoglobin estimation	1022651000000100	Platelet count		2.0		2.0	1.0	1.6666666666666667		
281794004	Viral upper respiratory tract infection	248596009	Sputum - symptom		2.0		2.0	2.0	2.0	C0339916	C0425512
310502008	Diet poor	313193002	Peak flow rate (respiratory)	0.0	0.0			0.0	0.0	C0588012	C0729283
82119001	Thyroiditis	21983002	Hashimoto thyroiditis			3.0	2.0	3.0	2.6666666666666665	C0040147	C0677607
48532005	Muscle strain	22253000	Pain		2.0		2.0	1.0	1.6666666666666667	C0080194	C0030193
165232002	Urinary incontinence	58759008	Intertrigo	1.0		0.0	0.0		0.3333333333333333	C0042024	C0021807
35425004	Normal body mass index	162339002	Hearing normal		0.0		0.0	0.0	0.0	C0231253	C0234725
25458004	Acute gastritis	79922009	Epigastric pain	3.0	2.0			2.0	2.333333333333333	C0149518	C0232493
26650005	Acute tracheitis	6655004	Acute laryngitis		1.0		2.0	1.0	1.3333333333333333	C0149513	C0001327
104485008	Albumin measurement, serum	999691000000104	Serum bilirubin level	1.0	1.0	2.0			1.3333333333333333	C0523465	
272062008	"C/O - ""tired all the time"""	162160003	Breast lump symptom	2.0	0.0			1.0	1.0		C0424849
249307003	Nasal symptom	47933007	Foot pain	0.0	0.0			0.0	0.0	C0231918	C0016512
162116003	Increased frequency of urination	75088002	Urgent desire to urinate			2.0	2.0	2.0	2.0	C0042023	C0085606
161423008	H/O: chickenpox	161420006	H/O: mumps	1.0	1.0	0.0			0.6666666666666666	C0455469	C0455466
297242006	Family history of ischaemic heart disease	275104002	Family history of stroke	1.0	2.0	2.0			1.6666666666666667	C1313980	C1261367
225323000	Smoking cessation education	394871007	Thinking about stopping smoking	2.0	2.0			2.0	2.0	C1621885	C1271049
25674000	Lichen sclerosus et atrophicus	198033005	Balanitis xerotica obliterans	3.0	1.0			2.0	2.0	C0023652	C0152460
161947006	Nocturnal cough / wheeze	267036007	Dyspnoea		2.0		2.0	2.0	2.0	C0438985	C0013404
161962008	No respiratory symptoms	170638008	Asthma not limiting activities		1.0		2.0	2.0	1.6666666666666667	C0425443	C0421214
94081005	Primary malignant neoplasm of sweat gland	87433001	Pulmonary emphysema	0.0	0.0	0.0			0.0	C1367882	C0034067
247761005	Reduced concentration	247753000	Loss of interest		2.0		2.0	2.0	2.0	C0424099	C0424091
172790004	Submucous resection of nasal septum	172825008	Nasal polypectomy	2.0		1.0	2.0		1.6666666666666667	C0188993	C0188988
275169009	Simpson's forceps delivery	47821001	Postpartum haemorrhage			2.0	1.0	0.0	1.0	C0559181	C0032797
3006004	Disturbance of consciousness	274164006	Minor head injury	2.0	2.0	2.0			2.0	C0234428	C0555305
386807006	Memory impairment	397540003	Visual impairment	1.0		1.0	1.0		1.0	C0233794	C3665347
267718000	Age related macular degeneration	62914000	Cerebrovascular disease	1.0		0.0	0.0		0.3333333333333333	C0242383	C0007820
169839008	Baby female	169826009	Single live birth		1.0		1.0	1.0	1.0	C0419385	C0481457
313299006	Severe chronic obstructive pulmonary disease	390891009	Chronic obstructive pulmonary disease monitoring	1.0	1.0	3.0			1.6666666666666667	C0730607	C1272221
275911004	FH: Angina at greater than 60 years	275122004	FH: Myocardial infarction at less than 60	2.0	1.0	2.0			1.6666666666666667	C0559133	C0559132
44077006	Numbness	202882003	Plantar fasciitis		1.0		0.0	0.0	0.3333333333333333	C0028643	C0149756
473328006	Does not complain of erectile dysfunction	754081000000109	Diabetic dietary review	2.0		0.0	1.0		1.0	C3532798	
162397003	Pain in throat	248596009	Sputum - symptom		1.0		0.0	2.0	1.0	C0242429	C0425512
50417007	Lower respiratory tract infection	15805002	Acute sinusitis			1.0	1.0	0.0	0.6666666666666666	C0149725	C0149512
14560005	Dermal mycosis	19824006	Infection of skin and/or subcutaneous tissue		1.0		0.0	3.0	1.3333333333333333	C0011630	C0037278
165296001	Memory: present month known	165304009	Memory: count down successful	2.0		3.0	2.0		2.333333333333333	C0423960	C0423968
6738008	Female infertility	21711003	Hydrosalpinx	2.0	2.0			2.0	2.0	C0021361	C0221376
266897007	FH: Myocardial infarction	160631001	Enjoys light exercise	1.0	1.0			1.0	1.0	C0455406	C0425270
40917007	Clouded consciousness	35222003	Chronic neurogenic ulcer of lower limb	1.0		0.0	0.0		0.3333333333333333	C0683369	C0406524
134185000	Accident prevention	171076008	Rabies outbreak education	1.0		0.0	0.0		0.3333333333333333	C0000918	C0585278
266257000	Transient cerebral ischaemia	162236007	Weakness present			2.0	2.0	3.0	2.333333333333333	C0007787	C0427053
195967001	Asthma	268511007	Respiratory disease monitoring		1.0		2.0	1.0	1.3333333333333333	C0004096	C0421217
315642008	Influenza-like symptoms	68962001	Muscle pain		1.0		2.0	1.0	1.3333333333333333	C0392171	C0231528
209629006	Complete tear, knee, anterior cruciate ligament	269113006	Acute meniscal tear, medial	2.0	3.0	2.0			2.333333333333333	C0435128	C0434984
6020002	Tinea pedis	414941008	Onychomycosis		1.0		2.0	2.0	1.6666666666666667	C0040259	C0040261
208917007	Acute meniscal tear, medial, bucket handle tear	209629006	Complete tear, knee, anterior cruciate ligament		2.0		2.0	1.0	1.6666666666666667	C0434987	C0435128
171175005	Breast neoplasm screening normal	24623002	Screening mammography	2.0	3.0			3.0	2.6666666666666665	C0421366	C0203028
408969000	Contraception care management	408968008	Contraception care education	3.0		2.0	2.0		2.333333333333333	C1443485	C1443484
414545008	Ischaemic heart disease	443502000	Coronary atherosclerosis	2.0	2.0			3.0	2.333333333333333	C0151744	C0010054
161980004	No oedema present	80313002	Palpitations	1.0	0.0			1.0	0.6666666666666666	C0474438	C0030252
48694002	Anxiety	225624000	Panic attack	2.0	3.0			3.0	2.6666666666666665	C0003467	C0086769
278040002	Loss of hair	13600006	Folliculitis		2.0		1.0	1.0	1.3333333333333333	C0002170	C0016436
52441000	Atrophic vaginitis	165232002	Urinary incontinence	1.0	0.0			1.0	0.6666666666666666	C0221392	C0042024
267112005	Patient feels well	169591002	A/N care: social risk			0.0	0.0	0.0	0.0	C0554992	C0419561
3723001	Arthritis	194828000	Angina pectoris			0.0	0.0	1.0	0.3333333333333333	C0003864	C0002962
271807003	Eruption	38907003	Varicella	2.0	2.0			2.0	2.0	C0015230	C0008049
276853009	Self inflicted injury	65118005	Marital problems		1.0		2.0	1.0	1.3333333333333333	C0480203	C0555026
313204009	Lifestyle education	443402002	Lifestyle education regarding hypertension			2.0	2.0	1.0	1.6666666666666667	C0730543	C2733233
225323000	Smoking cessation education	162864005	Body mass index 30+ - obesity	1.0		1.0	1.0		1.0	C1621885	C0424671
46669005	Right handed	1539003	Acquired trigger finger	1.0		0.0	2.0		1.0	C0344333	C3887597
134377004	Atrial fibrillation monitoring	248411000000105	Atrial fibrillation annual review	3.0	2.0			3.0	2.6666666666666665	C1276351	
197480006	Anxiety disorder	58703003	Postpartum depression			2.0	2.0	1.0	1.6666666666666667	C0003469	C0221074
200144004	Deliveries by caesarean	48194001	Pregnancy-induced hypertension		2.0		1.0	1.0	1.3333333333333333	C1384674	C0852036
417076003	Dislocation of shoulder joint	66308002	Fracture of humerus		3.0		2.0	1.0	2.0	C0037005	C0020162
170600009	Stroke monitoring	275944005	Hypertension monitoring			2.0	1.0	1.0	1.3333333333333333	C0451605	C0419816
84292000	Menstrual period late	171012002	Pre-pregnancy education			1.0	1.0	1.0	1.0	C0240322	C0474171
195154000	Ruptured berry aneurysm	21454007	Subarachnoid haemorrhage			2.0	2.0	3.0	2.333333333333333	C0438437	C0038525
398838000	Senile hyperkeratosis	396232000	Inguinal hernia		0.0		0.0	0.0	0.0	C4282032	C0019294
268509003	Cardiac disease monitoring	11441004	Prostatism	0.0	0.0	0.0			0.0	C0419815	C0242453
60389000	Paraplegia	269061001	Fracture of vertebra without spinal cord lesion		2.0		1.0	3.0	2.0	C0030486	C0559043
390902009	Smoking status at 4 weeks	413753009	Carbon monoxide reading at 4 weeks		2.0		2.0	3.0	2.333333333333333	C1272229	C1531829
170780004	Thyroid disease monitoring	401118009	Hypertension annual review	1.0		0.0	0.0		0.3333333333333333	C0419886	C1303118
73020009	Cerebral hemisphere haemorrhage	21454007	Subarachnoid haemorrhage		2.0		3.0	3.0	2.6666666666666665	C0007784	C0038525
391123006	Medical Research Council Dyspnoea scale grade 2	413845009	Chronic obstructive pulmonary disease accident and emergency attendance since last visit	1.0		3.0	2.0		2.0	C1271936	C1531626
61586001	Delivery by vacuum extraction	268475008	Outcome of delivery			2.0	1.0	1.0	1.3333333333333333	C0042225	C0554814
756531000000107	FP7B male patient clinical notes card to follow from Family Practitioner Committee	171109003	Screening - NAD		0.0		0.0	0.0	0.0		C0421339
233659006	Asbestos-induced pleural plaque	87433001	Pulmonary emphysema	1.0	1.0			2.0	1.3333333333333333	C0340025	C0034067
162388002	Has a sore throat	405737000	Pharyngitis		3.0		2.0	2.0	2.333333333333333	C0423630	C0031350
297106006	Primary infertility	19155002	Dysfunctional uterine bleeding		1.0		1.0	1.0	1.0	C0553573	
6142004	Influenza	195949008	Chronic asthmatic bronchitis	1.0	2.0	2.0			1.6666666666666667	C0021400	C0264348
53286005	Medial epicondylitis	240539000	Plane wart			0.0	0.0	0.0	0.0	C0158309	C0276262
134185000	Accident prevention	409063005	Counselling			0.0	1.0	1.0	0.6666666666666666	C0000918	C0010210
86981007	Infective otitis externa	399029005	Tinea cruris			0.0	0.0	0.0	0.0	C0021355	C1384589
162315007	Morbid thoughts	162465004	Symptom severity	1.0	0.0			2.0	1.0	C0555358	C1319166
162218007	Stress-related problem	161480008	H/O: epilepsy	0.0	0.0	0.0			0.0	C0347920	C0455511
34789001	Pain in the coccyx	217082002	Accidental fall		2.0		2.0	1.0	1.6666666666666667	C0009193	C0000921
43752006	Enterocolitis	714381000000101	Certificates administration			0.0	0.0	0.0	0.0	C0014356	
398838000	Senile hyperkeratosis	94081005	Primary malignant neoplasm of sweat gland	1.0		0.0	1.0		0.6666666666666666	C4282032	C1367882
398036000	Familial hypercholesterolaemia	90560007	Gout		2.0		1.0	2.0	1.6666666666666667	C0020445	C0018099
313342001	No FH: Venous thrombosis	313376005	No FH: breast carcinoma	0.0		2.0	0.0		0.6666666666666666	C1277316	C1277317
754081000000109	Diabetic dietary review	268519009	Diabetic - poor control	2.0	2.0			3.0	2.333333333333333		C0421258
160271002	No family history of stroke and/or transient ischaemic attack	275106000	No FH: Angina	2.0	1.0			1.0	1.3333333333333333	C0455347	C0559114
943161000000107	Disorder of adult personality AND/OR behaviour	267045008	Gastrointestinal symptom	0.0		0.0	0.0		0.0		C0426576
254845004	Fibroadenoma of breast	162160003	Breast lump symptom	3.0	3.0	2.0			2.6666666666666665	C0178421	C0424849
165290007	Memory: present year known	165304009	Memory: count down successful			3.0	2.0	1.0	2.0	C0423955	C0423968
